Screen Time Tracker,2025-06-15 01:53:29,2025-06-15 01:53:36,7.0
index.py - screentime-tracker - Visual Studio Code,2025-06-15 01:53:36,2025-06-15 01:53:38,2.0
app_usage_log.csv - screentime-tracker - Visual Studio Code,2025-06-15 01:53:38,2025-06-15 01:53:40,2.0
Screen Time Tracker,2025-06-15 01:55:17,2025-06-15 01:55:33,16.02
